JourneyCode,HolidayType,Price,NumberOfPersons,Region,Transportation,Duration,Season,Accommodation,Hotel
1148,Active,2378,2,Salzkammergut,Car,7,March,FourStars,"Dorfhotel Heiligenblut, Salzkammergut"
1149,Recreation,8007,3,Salzkammergut,Car,14,February,FourStars,"Dorfhotel Heiligenblut, Salzkammergut"
1150,Skiing,243,2,Salzkammergut,Car,7,January,HolidayFlat,"H.Flat Seebad, Salzkammergut"
1151,Skiing,1084,4,Salzkammergut,Car,10,December,HolidayFlat,"H.Flat Seebad, Salzkammergut"
1152,Skiing,460,4,Salzkammergut,Car,7,January,HolidayFlat,"H.Flat Seebad, Salzkammergut"
1153,Active,674,5,Salzkammergut,Car,7,February,HolidayFlat,"H.Flat Seebad, Salzkammergut"
1154,Active,739,6,Salzkammergut,Car,7,March,HolidayFlat,"H.Flat Seebad, Salzkammergut"
1155,Recreation,614,4,Salzkammergut,Car,7,February,HolidayFlat,"H.Flat Seebad, Salzkammergut"
1156,Skiing,1098,2,Styria,Car,10,December,TwoStars,"Gasthof Heimathaus, Styria"
1157,Skiing,1165,3,Styria,Car,14,January,TwoStars,"Gasthof Heimathaus, Styria"
1158,Active,1017,4,Styria,Car,7,February,TwoStars,"Gasthof Heimathaus, Styria"
1159,Recreation,635,3,Styria,Car,7,March,TwoStars,"Gasthof Heimathaus, Styria"
1160,Skiing,778,2,Styria,Car,7,February,ThreeStars,"Gasthof Pruggerhof, Styria"
1161,Skiing,738,2,Styria,Car,7,January,ThreeStars,"Gasthof Pruggerhof, Styria"
1162,Active,1597,3,Styria,Car,10,December,ThreeStars,"Gasthof Pruggerhof, Styria"
1163,Active,738,2,Styria,Car,7,March,ThreeStars,"Gasthof Pruggerhof, Styria"
1164,Skiing,1797,4,Styria,Car,7,February,ThreeStars,"Hotel Tauernhof, Styria"
1165,Skiing,1198,2,Styria,Car,7,February,ThreeStars,"Hotel Tauernhof, Styria"
1166,Recreation,1272,3,Styria,Car,7,March,ThreeStars,"Hotel Tauernhof, Styria"
1167,Active,2577,4,Styria,Car,10,December,ThreeStars,"Hotel Tauernhof, Styria"
1168,Skiing,239,4,Styria,Car,7,January,HolidayFlat,"H.Flat Wieland, Styria"
1169,Skiing,549,3,Styria,Car,7,February,HolidayFlat,"H.Flat Wieland, Styria"
1170,Active,919,4,Styria,Car,10,December,HolidayFlat,"H.Flat Wieland, Styria"
1171,Skiing,385,4,Styria,Car,7,March,HolidayFlat,"H.Flat Schilcherhof, Styria"
1172,Active,514,4,Styria,Car,7,February,HolidayFlat,"H.Flat Schilcherhof, Styria"
1173,Recreation,244,3,Styria,Car,7,January,HolidayFlat,"H.Flat Schilcherhof, Styria"
1174,Skiing,239,4,Styria,Car,14,January,HolidayFlat,"H.Flat Peinhaupt, Styria"
1175,Skiing,889,4,Styria,Car,10,December,HolidayFlat,"H.Flat Peinhaupt, Styria"
1176,Active,351,3,Styria,Car,7,March,HolidayFlat,"H.Flat Peinhaupt, Styria"
1177,Recreation,351,4,Styria,Car,7,February,HolidayFlat,"H.Flat Peinhaupt, Styria"
1178,Skiing,299,4,Styria,Car,7,January,HolidayFlat,"H.Flat Berger, Styria"
1179,Skiing,359,4,Styria,Car,14,February,HolidayFlat,"H.Flat Berger, Styria"
1180,Active,359,3,Styria,Car,7,March,HolidayFlat,"H.Flat Berger, Styria"
1181,Active,2051,3,Tyrol,Car,7,February,FiveStars,"Hotel Feldmuellerhof, South Tyrol"
1182,Recreation,2323,2,Tyrol,Car,14,March,FiveStars,"Hotel Feldmuellerhof, South Tyrol"
1183,Skiing,1120,2,Tyrol,Car,7,January,FiveStars,"Hotel Feldmuellerhof, South Tyrol"
1184,Skiing,508,2,Tyrol,Car,7,January,ThreeStars,Hotel Adler South Tyrol
1185,Skiing,1247,3,Tyrol,Car,7,December,ThreeStars,Hotel Adler South Tyrol
1186,Active,762,4,Tyrol,Car,7,January,ThreeStars,Hotel Adler South Tyrol
1187,Skiing,2097,4,Tyrol,Car,14,February,ThreeStars,"Pension Schoenwald, South Tyrol"
1188,Recreation,720,3,Tyrol,Car,7,March,ThreeStars,"Pension Schoenwald, South Tyrol"
1189,Skiing,657,4,Tyrol,Car,7,February,TwoStars,"Pension garni Priska, South Tyrol"
1190,Active,398,2,Tyrol,Car,7,January,TwoStars,"Pension garni Priska, South Tyrol"
1191,Skiing,694,4,Tyrol,Car,10,December,HolidayFlat,"H.Flat Klausberg, South Tyrol"
1192,Skiing,514,3,Tyrol,Car,14,January,HolidayFlat,"H.Flat Klausberg, South Tyrol"
1193,Skiing,684,4,Tyrol,Car,7,February,HolidayFlat,"H.Flat Klausberg, South Tyrol"
1194,Skiing,319,3,Tyrol,Car,7,February,HolidayFlat,"H.Flat Jaufenthaler, South Tyrol"
1195,Skiing,499,4,Tyrol,Car,7,March,HolidayFlat,"H.Flat Jaufenthaler, South Tyrol"
1196,Active,499,5,Tyrol,Car,14,January,HolidayFlat,"H.Flat Jaufenthaler, South Tyrol"
1197,Active,329,2,Tyrol,Car,7,January,HolidayFlat,"H.Flat Frankbachhof, South Tyrol"
1198,Active,809,5,Tyrol,Car,7,February,HolidayFlat,"H.Flat Frankbachhof, South Tyrol"
1199,Recreation,389,4,Tyrol,Car,7,March,HolidayFlat,"H.Flat Des Alpes, South Tyrol"
1200,Recreation,1698,6,Tyrol,Car,14,February,HolidayFlat,"H.Flat Des Alpes, South Tyrol"
1201,Skiing,898,2,Dolomites,Car,7,January,FourStars,"Hotel Hofer, Dolomites"
1202,Skiing,1647,4,Dolomites,Car,7,February,FourStars,"Hotel Hofer, Dolomites"
1203,Active,1372,3,Dolomites,Car,7,March,FourStars,"Hotel Hofer, Dolomites"
1204,Recreation,2672,3,Dolomites,Car,14,February,FourStars,"Hotel Hofer, Dolomites"
1205,Skiing,772,3,Dolomites,Car,7,January,TwoStars,"Hotel Tannenheim, Dolomites"
1206,Skiing,1478,2,Dolomites,Car,10,December,TwoStars,"Hotel Tannenheim, Dolomites"
1207,Active,618,2,Dolomites,Car,7,March,TwoStars,"Hotel Tannenheim, Dolomites"
1208,Recreation,1107,4,Dolomites,Car,7,February,TwoStars,"Hotel Tannenheim, Dolomites"
1209,Skiing,754,4,Dolomites,Car,7,January,HolidayFlat,"H.Flat Panorama, Dolomites"
1210,Skiing,754,2,Dolomites,Car,7,January,HolidayFlat,"H.Flat Panorama, Dolomites"
1211,Active,1974,4,Dolomites,Car,10,December,HolidayFlat,"H.Flat Panorama, Dolomites"
1212,Active,1214,3,Dolomites,Car,7,March,HolidayFlat,"H.Flat Panorama, Dolomites"
1213,Skiing,719,4,Dolomites,Car,7,February,HolidayFlat,"H.Flat Centro Vacanze, Dolomites"
1214,Skiing,899,5,Dolomites,Car,7,January,HolidayFlat,"H.Flat Centro Vacanze, Dolomites"
1215,Active,709,4,Dolomites,Car,7,January,HolidayFlat,"H.Flat Centro Vacanze, Dolomites"
1216,Recreation,1478,4,Dolomites,Car,14,February,HolidayFlat,"H.Flat Centro Vacanze, Dolomites"
1217,Skiing,449,4,Dolomites,Car,7,March,HolidayFlat,"H.Flat Parkanlage, Dolomites"
1218,Skiing,379,3,Dolomites,Car,7,February,HolidayFlat,"H.Flat Parkanlage, Dolomites"
1219,Active,379,2,Dolomites,Car,14,January,HolidayFlat,"H.Flat Parkanlage, Dolomites"
1220,Recreation,929,4,Dolomites,Car,10,December,HolidayFlat,"H.Flat Parkanlage, Dolomites"
1221,Bathing,2618,2,Egypt,Plane,14,November,FourStars,"Novotel, Egypt"
1222,Bathing,3065,3,Egypt,Plane,7,December,FourStars,"Novotel, Egypt"
1223,Active,3298,2,Egypt,Plane,14,January,FourStars,"Novotel, Egypt"
1224,Recreation,3718,2,Egypt,Plane,14,February,FourStars,"Novotel, Egypt"
1225,Bathing,3363,3,Egypt,Plane,14,March,ThreeStars,"Giftun Village, Egypt"
1226,Bathing,2158,2,Egypt,Plane,7,November,ThreeStars,"Giftun Village, Egypt"
1227,Active,2945,3,Egypt,Plane,14,December,ThreeStars,"Giftun Village, Egypt"
1228,Recreation,4552,4,Egypt,Plane,14,January,ThreeStars,"Giftun Village, Egypt"
1229,Bathing,3598,2,Egypt,Plane,14,February,FourStars,"Hotel Arabia Beach, Egypt"
1230,Bathing,3598,2,Egypt,Plane,14,March,FourStars,"Hotel Arabia Beach, Egypt"
1231,Active,3478,2,Egypt,Plane,14,November,FourStars,"Hotel Arabia Beach, Egypt"
1232,Recreation,3515,3,Egypt,Plane,14,December,FourStars,"Hotel Arabia Beach, Egypt"
1233,Bathing,2578,2,Egypt,Plane,7,January,ThreeStars,"Hotel Sand Beach, Egypt"
1234,Bathing,4552,4,Egypt,Plane,14,February,ThreeStars,"Hotel Sand Beach, Egypt"
1235,Active,2678,2,Egypt,Plane,14,March,ThreeStars,"Hotel Sand Beach, Egypt"
1236,Bathing,4658,2,Madeira,Plane,7,November,FourStars,"Aparthotel Eden mare, Madeira"
1237,Bathing,6113,3,Madeira,Plane,14,December,FourStars,"Aparthotel Eden mare, Madeira"
1238,Recreation,4298,2,Madeira,Plane,14,January,FourStars,"Aparthotel Eden mare, Madeira"
1239,Active,4398,2,Madeira,Plane,14,February,FourStars,"Aparthotel Eden mare, Madeira"
1240,Bathing,3498,2,Madeira,Plane,14,March,ThreeStars,"App. Florasol, Madeira"
1241,Bathing,4956,4,Madeira,Plane,14,November,ThreeStars,"App. Florasol, Madeira"
1242,Recreation,2388,2,Madeira,Plane,7,December,ThreeStars,"App. Florasol, Madeira"
1243,Recreation,4157,3,Madeira,Plane,14,January,ThreeStars,"App. Florasol, Madeira"
1244,Bathing,3598,2,Madeira,Plane,14,February,ThreeStars,"Hotel Do Carmo, Madeira"
1245,Bathing,4367,3,Madeira,Plane,14,March,ThreeStars,"Hotel Do Carmo, Madeira"
1246,Recreation,4022,3,Madeira,Plane,14,November,ThreeStars,"Hotel Do Carmo, Madeira"
1247,Active,5576,4,Madeira,Plane,14,December,ThreeStars,"Hotel Do Carmo, Madeira"
1248,Bathing,3438,2,Madeira,Plane,14,January,ThreeStars,"Hotel Mimosa, Madeira"
1249,Bathing,3578,2,Madeira,Plane,14,February,ThreeStars,"Hotel Mimosa, Madeira"
1250,Recreation,4847,3,Madeira,Plane,14,March,ThreeStars,"Hotel Mimosa, Madeira"
1251,Recreation,3578,2,Madeira,Plane,14,November,ThreeStars,"Hotel Mimosa, Madeira"
1252,Bathing,2498,2,Madeira,Plane,14,December,TwoStars,"Anlage Canico, Madeira"
1253,Bathing,2769,3,Madeira,Plane,7,January,TwoStars,"Anlage Canico, Madeira"
1254,Recreation,3765,3,Madeira,Plane,14,February,TwoStars,"Anlage Canico, Madeira"
1255,Active,3278,2,Madeira,Plane,14,March,TwoStars,"Anlage Canico, Madeira"
1256,Bathing,2527,3,Cyprus,Plane,7,November,ThreeStars,"Hotel Paphian Bay, Cyprus"
1257,Bathing,2338,2,Cyprus,Plane,14,December,ThreeStars,"Hotel Paphian Bay, Cyprus"
1258,Active,2527,3,Cyprus,Plane,14,January,ThreeStars,"Hotel Paphian Bay, Cyprus"
1259,Recreation,2907,4,Cyprus,Plane,14,February,ThreeStars,"Hotel Paphian Bay, Cyprus"
1260,Bathing,3018,2,Cyprus,Plane,14,March,ThreeStars,"App. Aliathon Village, Cyprus"
1261,Recreation,2498,2,Cyprus,Plane,14,January,ThreeStars,"App. Aliathon Village, Cyprus"
1262,Bathing,2613,3,Cyprus,Plane,14,November,ThreeStars,"App. Aliathon Village, Cyprus"
1263,Bathing,2138,2,Cyprus,Plane,14,December,ThreeStars,"Hotel Karpasiana, Cyprus"
1264,Bathing,2493,3,Cyprus,Plane,7,March,ThreeStars,"Hotel Karpasiana, Cyprus"
1265,Active,2138,2,Cyprus,Plane,14,January,ThreeStars,"Hotel Karpasiana, Cyprus"
1266,Recreation,2138,2,Cyprus,Plane,14,February,ThreeStars,"Hotel Karpasiana, Cyprus"
1267,Bathing,3077,4,Cyprus,Plane,14,November,ThreeStars,"Hotel Napia Star, Cyprus"
1268,Bathing,2418,2,Cyprus,Plane,14,December,ThreeStars,"Hotel Napia Star, Cyprus"
1269,Active,2418,2,Cyprus,Plane,14,January,ThreeStars,"Hotel Napia Star, Cyprus"
1270,Recreation,2659,3,Cyprus,Plane,14,February,ThreeStars,"Hotel Napia Star, Cyprus"
1271,Bathing,2439,3,Cyprus,Plane,7,March,FourStars,"Hotel Sandy Beach, Cyprus"
1272,Bathing,2958,2,Cyprus,Plane,14,November,FourStars,"Hotel Sandy Beach, Cyprus"
1273,Active,2578,2,Cyprus,Plane,14,December,FourStars,"Hotel Sandy Beach, Cyprus"
1274,Recreation,2578,2,Cyprus,Plane,14,January,FourStars,"Hotel Sandy Beach, Cyprus"
1275,Bathing,2879,3,Cyprus,Plane,14,March,FourStars,"Hotel Odessa, Cyprus"
1276,Bathing,2558,2,Cyprus,Plane,14,November,FourStars,"Hotel Odessa, Cyprus"
1277,Active,2278,2,Cyprus,Plane,14,February,FourStars,"Hotel Odessa, Cyprus"
1278,Recreation,2349,3,Cyprus,Plane,14,January,TwoStars,"App. Basilica, Cyprus"
1279,Bathing,2738,2,Cyprus,Plane,14,November,TwoStars,"App. Basilica, Cyprus"
1280,Active,1917,3,Cyprus,Plane,7,December,TwoStars,"App. Basilica, Cyprus"
1281,Bathing,1570,3,Malta,Plane,7,November,FourStars,"Hotel Preluna, Malta"
1282,Recreation,1998,2,Malta,Plane,14,December,FourStars,"Hotel Preluna, Malta"
1283,Recreation,2318,2,Malta,Plane,14,January,FourStars,"Hotel Preluna, Malta"
1284,Active,2329,3,Malta,Plane,14,February,FourStars,"Hotel Preluna, Malta"
1285,Bathing,1478,2,Malta,Plane,14,November,ThreeStars,"Hotel Patricia, Malta"
1286,Recreation,2600,4,Malta,Plane,14,March,ThreeStars,"Hotel Patricia, Malta"
1287,Recreation,1618,2,Malta,Plane,14,December,ThreeStars,"Hotel Patricia, Malta"
1288,Active,1258,2,Malta,Plane,7,January,ThreeStars,"Hotel Patricia, Malta"
1289,Bathing,2519,3,Malta,Plane,14,November,ThreeStars,"Hotel Galaxy, Malta"
1290,Recreation,2038,2,Malta,Plane,14,February,ThreeStars,"Hotel Galaxy, Malta"
1291,Active,2238,2,Malta,Plane,14,December,ThreeStars,"Hotel Galaxy, Malta"
1292,Recreation,2519,3,Malta,Plane,14,January,ThreeStars,"Hotel Galaxy, Malta"
1293,Bathing,1978,2,Malta,Plane,14,November,FourStars,"App. Sunny Coast, Malta"
1294,Recreation,1922,3,Malta,Plane,14,December,FourStars,"App. Sunny Coast, Malta"
1295,Active,1428,2,Malta,Plane,7,March,FourStars,"App. Sunny Coast, Malta"
1296,Bathing,2758,2,Morocco,Plane,14,November,ThreeStars,"Club Tamlelt, Morocco"
1297,Bathing,3654,3,Morocco,Plane,14,November,ThreeStars,"Club Tamlelt, Morocco"
1298,Recreation,4502,3,Morocco,Plane,14,December,ThreeStars,"Club Tamlelt, Morocco"
1299,Active,2268,2,Morocco,Plane,7,January,ThreeStars,"Club Tamlelt, Morocco"
1300,Bathing,3309,3,Morocco,Plane,14,November,ThreeStars,"Hotel Sangho, Morocco"
1301,Recreation,3138,2,Morocco,Plane,14,February,ThreeStars,"Hotel Sangho, Morocco"
1302,Recreation,4422,3,Morocco,Plane,14,March,ThreeStars,"Hotel Sangho, Morocco"
1303,Active,4079,4,Morocco,Plane,14,April,ThreeStars,"Hotel Sangho, Morocco"
1304,Bathing,1918,2,Morocco,Plane,7,November,ThreeStars,"Hotel Kamal, Morocco"
1305,Bathing,3237,3,Morocco,Plane,14,November,ThreeStars,"Hotel Kamal, Morocco"
1306,Recreation,2438,2,Morocco,Plane,14,January,ThreeStars,"Hotel Kamal, Morocco"
1307,Active,3615,3,Morocco,Plane,14,December,ThreeStars,"Hotel Kamal, Morocco"
1308,Bathing,2642,3,Morocco,Plane,14,November,ThreeStars,"Hotel Aladin, Morocco"
1309,Active,2518,2,Morocco,Plane,14,February,ThreeStars,"Hotel Aladin, Morocco"
1310,Recreation,3507,3,Morocco,Plane,14,March,ThreeStars,"Hotel Aladin, Morocco"
1311,Recreation,3687,4,Morocco,Plane,14,April,ThreeStars,"Hotel Aladin, Morocco"
1312,Bathing,2778,2,Morocco,Plane,14,November,ThreeStars,"Hotel Ali Baba, Morocco"
1313,Bathing,3680,3,Morocco,Plane,14,November,ThreeStars,"Hotel Ali Baba, Morocco"
1314,Active,4237,3,Morocco,Plane,7,December,ThreeStars,"Hotel Ali Baba, Morocco"
1315,Recreation,2938,2,Morocco,Plane,14,January,ThreeStars,"Hotel Ali Baba, Morocco"
1316,Bathing,3033,3,GranCanaria,Plane,14,November,ThreeStars,"App. Taboga, Gran Canaria"
1317,Bathing,2758,2,GranCanaria,Plane,14,December,ThreeStars,"App. Taboga, Gran Canaria"
1318,Active,2638,2,GranCanaria,Plane,14,January,ThreeStars,"App. Taboga, Gran Canaria"
1319,Bathing,2440,4,GranCanaria,Plane,7,February,ThreeStars,"Bung. Dona Rosa, Gran Canaria"
1320,Bathing,2770,3,GranCanaria,Plane,14,March,ThreeStars,"Bung. Dona Rosa, Gran Canaria"
1321,Recreation,2778,2,GranCanaria,Plane,14,April,ThreeStars,"Bung. Dona Rosa, Gran Canaria"
1322,Bathing,2949,3,GranCanaria,Plane,14,January,TwoStars,"App. El Cisne, Gran Canaria"
1323,Active,2558,2,GranCanaria,Plane,14,February,TwoStars,"App. El Cisne, Gran Canaria"
1324,Recreation,2541,3,GranCanaria,Plane,14,November,TwoStars,"App. El Cisne, Gran Canaria"
1325,Bathing,4077,4,GranCanaria,Plane,7,December,TwoStars,"App. Las Dunas, Gran Canaria"
1326,Bathing,2758,2,GranCanaria,Plane,14,March,TwoStars,"App. Las Dunas, Gran Canaria"
1327,Recreation,2658,2,GranCanaria,Plane,14,April,TwoStars,"App. Las Dunas, Gran Canaria"
1328,Bathing,3495,3,GranCanaria,Plane,14,November,FourStars,"Hotel Las Margaritas, Gran Canaria"
1329,Active,3338,2,GranCanaria,Plane,14,December,FourStars,"Hotel Las Margaritas, Gran Canaria"
1330,Recreation,3495,3,GranCanaria,Plane,14,January,FourStars,"Hotel Las Margaritas, Gran Canaria"
1331,Bathing,4245,3,GranCanaria,Plane,14,February,ThreeStars,"Bung. Green Golf, Gran Canaria"
1332,Bathing,3538,2,GranCanaria,Plane,14,March,ThreeStars,"Bung. Green Golf, Gran Canaria"
1333,Active,2781,3,GranCanaria,Plane,7,April,ThreeStars,"Bung. Green Golf, Gran Canaria"
1334,Bathing,2978,2,GranCanaria,Plane,14,November,ThreeStars,"App. Koala Garden, Gran Canaria"
1335,Bathing,3717,3,GranCanaria,Plane,14,December,ThreeStars,"App. Koala Garden, Gran Canaria"
1336,Active,4169,4,GranCanaria,Plane,14,January,ThreeStars,"App. Koala Garden, Gran Canaria"
1337,Recreation,3158,2,GranCanaria,Plane,14,February,ThreeStars,"App. Koala Garden, Gran Canaria"
1338,Bathing,3696,3,GranCanaria,Plane,14,March,TwoStars,"Studio Puerto Plata, Gran Canaria"
1339,Active,2618,2,GranCanaria,Plane,14,April,TwoStars,"Studio Puerto Plata, Gran Canaria"
1340,Recreation,2618,2,GranCanaria,Plane,14,November,TwoStars,"Studio Puerto Plata, Gran Canaria"
1341,Bathing,5208,3,Fuerteventura,Plane,14,November,FourStars,"Hotel Duna Park, Fuerteventura"
1342,Bathing,4398,2,Fuerteventura,Plane,14,December,FourStars,"Hotel Duna Park, Fuerteventura"
1343,Active,3858,2,Fuerteventura,Plane,14,January,FourStars,"Hotel Duna Park, Fuerteventura"
1344,Recreation,5937,3,Fuerteventura,Plane,14,February,FourStars,"Hotel Duna Park, Fuerteventura"
1345,Bathing,3947,3,Fuerteventura,Plane,7,November,ThreeStars,"App. Las Agujas, Fuerteventura"
1346,Bathing,3298,2,Fuerteventura,Plane,14,December,ThreeStars,"App. Las Agujas, Fuerteventura"
1347,Active,3298,2,Fuerteventura,Plane,14,March,ThreeStars,"App. Las Agujas, Fuerteventura"
1348,Recreation,4737,4,Fuerteventura,Plane,14,April,ThreeStars,"App. Las Agujas, Fuerteventura"
1349,Bathing,4585,3,Fuerteventura,Plane,14,November,ThreeStars,"Hotel Taro Beach, Fuerteventura"
1350,Bathing,2788,2,Fuerteventura,Plane,7,December,ThreeStars,"Hotel Taro Beach, Fuerteventura"
1351,Active,4835,3,Fuerteventura,Plane,14,January,ThreeStars,"Hotel Taro Beach, Fuerteventura"
1352,Active,4048,2,Fuerteventura,Plane,14,February,ThreeStars,"Hotel Taro Beach, Fuerteventura"
1353,Bathing,3513,3,Fuerteventura,Plane,14,November,ThreeStars,"App. Rio Tropical, Fuerteventura"
1354,Bathing,4099,4,Fuerteventura,Plane,14,November,ThreeStars,"App. Rio Tropical, Fuerteventura"
1355,Active,2238,2,Fuerteventura,Plane,7,March,ThreeStars,"App. Rio Tropical, Fuerteventura"
1356,Recreation,2828,2,Fuerteventura,Plane,14,April,ThreeStars,"App. Rio Tropical, Fuerteventura"
1357,Bathing,4303,3,Fuerteventura,Plane,14,November,ThreeStars,"Hotel Crystal Beach, Fuerteventura"
1358,Bathing,3488,2,Fuerteventura,Plane,14,December,ThreeStars,"Hotel Crystal Beach, Fuerteventura"
1359,Active,4708,3,Fuerteventura,Plane,14,February,ThreeStars,"Hotel Crystal Beach, Fuerteventura"
1360,Recreation,4708,3,Fuerteventura,Plane,14,March,ThreeStars,"Hotel Crystal Beach, Fuerteventura"
1361,Bathing,2228,2,Fuerteventura,Plane,14,January,ThreeStars,"Bung. Solymae, Fuerteventura"
1362,Bathing,2601,3,Fuerteventura,Plane,14,November,ThreeStars,"Bung. Solymae, Fuerteventura"
1363,Bathing,3231,4,Fuerteventura,Plane,14,December,ThreeStars,"Bung. Solymae, Fuerteventura"
1364,Active,1898,2,Fuerteventura,Plane,7,February,ThreeStars,"Bung. Solymae, Fuerteventura"
1365,Recreation,2308,2,Fuerteventura,Plane,14,March,ThreeStars,"Bung. Solymae, Fuerteventura"
1366,Bathing,1868,2,Lanzarote,Plane,7,November,TwoStars,"App. Lanzarote Beach, Lanzarote"
1367,Bathing,2688,3,Lanzarote,Plane,14,December,TwoStars,"App. Lanzarote Beach, Lanzarote"
1368,Active,2298,2,Lanzarote,Plane,14,January,TwoStars,"App. Lanzarote Beach, Lanzarote"
1369,Recreation,2688,3,Lanzarote,Plane,14,February,TwoStars,"App. Lanzarote Beach, Lanzarote"
1370,Bathing,3298,2,Lanzarote,Plane,14,March,ThreeStars,"Hotel Costa Salinas, Lanzarote"
1371,Bathing,4947,4,Lanzarote,Plane,14,April,ThreeStars,"Hotel Costa Salinas, Lanzarote"
1372,Active,2268,2,Lanzarote,Plane,7,November,ThreeStars,"Hotel Costa Salinas, Lanzarote"
1373,Recreation,3298,2,Lanzarote,Plane,14,December,ThreeStars,"Hotel Costa Salinas, Lanzarote"
1374,Bathing,5716,4,Lanzarote,Plane,14,January,TwoStars,"App. Los Rosales, Lanzarote"
1375,Bathing,3158,2,Lanzarote,Plane,14,February,TwoStars,"App. Los Rosales, Lanzarote"
1376,Active,4317,3,Lanzarote,Plane,14,March,TwoStars,"App. Los Rosales, Lanzarote"
1377,Recreation,2318,2,Lanzarote,Plane,7,April,TwoStars,"App. Los Rosales, Lanzarote"
1378,Bathing,3438,2,Lanzarote,Plane,14,November,FourStars,"Hotel SOL Lanzarote, Lanzarote"
1379,Bathing,4872,3,Lanzarote,Plane,14,December,FourStars,"Hotel SOL Lanzarote, Lanzarote"
1380,Active,3638,2,Lanzarote,Plane,14,January,FourStars,"Hotel SOL Lanzarote, Lanzarote"
1381,Recreation,4872,3,Lanzarote,Plane,14,February,FourStars,"Hotel SOL Lanzarote, Lanzarote"
1382,Bathing,3657,4,Lanzarote,Plane,14,March,TwoStars,"App. Los Lajones, Lanzarote"
1383,Bathing,2438,2,Lanzarote,Plane,14,April,TwoStars,"App. Los Lajones, Lanzarote"
1384,Active,2308,2,Lanzarote,Plane,7,November,TwoStars,"App. Los Lajones, Lanzarote"
1385,Recreation,3047,3,Lanzarote,Plane,14,December,TwoStars,"App. Los Lajones, Lanzarote"
1386,Bathing,3188,2,Teneriffe,Plane,14,November,ThreeStars,"Hotel SOL Teneriffe, Teneriffe"
1387,Bathing,4356,3,Teneriffe,Plane,14,December,ThreeStars,"Hotel SOL Teneriffe, Teneriffe"
1388,Active,2308,2,Teneriffe,Plane,7,January,ThreeStars,"Hotel SOL Teneriffe, Teneriffe"
1389,Recreation,5854,4,Teneriffe,Plane,14,February,ThreeStars,"Hotel SOL Teneriffe, Teneriffe"
1390,Bathing,4535,3,Teneriffe,Plane,14,March,ThreeStars,"App. Lagos de Fanabe, Teneriffe"
1391,Bathing,4120,4,Teneriffe,Plane,14,April,ThreeStars,"App. Lagos de Fanabe, Teneriffe"
1392,Recreation,3368,2,Teneriffe,Plane,14,November,ThreeStars,"App. Lagos de Fanabe, Teneriffe"
1393,Active,3468,2,Teneriffe,Plane,14,December,ThreeStars,"App. Lagos de Fanabe, Teneriffe"
1394,Bathing,2138,2,Teneriffe,Plane,7,January,ThreeStars,"Hotel Paraiso Floral, Teneriffe"
1395,Bathing,3482,3,Teneriffe,Plane,14,February,ThreeStars,"Hotel Paraiso Floral, Teneriffe"
1396,Recreation,3482,3,Teneriffe,Plane,14,March,ThreeStars,"Hotel Paraiso Floral, Teneriffe"
1397,Active,3624,4,Teneriffe,Plane,14,April,ThreeStars,"Hotel Paraiso Floral, Teneriffe"
1398,Bathing,3098,2,Teneriffe,Plane,14,November,FourStars,"Hotel Esmeralda Playa, Teneriffe"
1399,Bathing,2805,3,Teneriffe,Plane,7,December,FourStars,"Hotel Esmeralda Playa, Teneriffe"
1400,Active,3098,2,Teneriffe,Plane,14,January,FourStars,"Hotel Esmeralda Playa, Teneriffe"
1401,Recreation,3578,2,Teneriffe,Plane,14,February,FourStars,"Hotel Esmeralda Playa, Teneriffe"
1402,Bathing,2922,3,Teneriffe,Plane,14,March,TwoStars,"Studio Malibu Park, Teneriffe"
1403,Bathing,3297,4,Teneriffe,Plane,14,April,TwoStars,"Studio Malibu Park, Teneriffe"
1404,Active,1758,2,Teneriffe,Plane,7,November,TwoStars,"Studio Malibu Park, Teneriffe"
1405,Recreation,2108,2,Teneriffe,Plane,14,December,TwoStars,"Studio Malibu Park, Teneriffe"
1406,Bathing,3548,2,Teneriffe,Plane,14,January,FourStars,"Hotel Conquistador, Teneriffe"
1407,Recreation,4977,3,Teneriffe,Plane,14,February,FourStars,"Hotel Conquistador, Teneriffe"
1408,Bathing,4182,4,Teneriffe,Plane,14,March,ThreeStars,"Anlage El Chaparral, Teneriffe"
1409,Bathing,2664,3,Teneriffe,Plane,7,April,ThreeStars,"Anlage El Chaparral, Teneriffe"
1410,Active,2698,2,Teneriffe,Plane,14,November,ThreeStars,"Anlage El Chaparral, Teneriffe"
1411,Bathing,2628,2,Lanzarote,Plane,14,November,ThreeStars,"Studio Hyde Park, Lanzarote"
1412,Bathing,3510,3,Lanzarote,Plane,14,December,ThreeStars,"Studio Hyde Park, Lanzarote"
1413,Active,3460,3,Lanzarote,Plane,14,January,ThreeStars,"Studio Hyde Park, Lanzarote"
1414,Recreation,2108,2,Lanzarote,Plane,7,February,ThreeStars,"Studio Hyde Park, Lanzarote"
1415,Bathing,3597,3,Lanzarote,Plane,14,March,ThreeStars,"Hotel Puerto Carmen, Lanzarote"
1416,Bathing,2788,2,Lanzarote,Plane,14,April,ThreeStars,"Hotel Puerto Carmen, Lanzarote"
1417,Active,2788,2,Lanzarote,Plane,14,November,ThreeStars,"Hotel Puerto Carmen, Lanzarote"
1418,Recreation,3597,3,Lanzarote,Plane,14,December,ThreeStars,"Hotel Puerto Carmen, Lanzarote"
